,V_0,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8,V_9,V_10,treatment,outcome,user_id
30063,1.6327206119332456,3.0336895495329865,1.0,-0.7024009812901335,2.132737878347594,1.0,-36.4,4.857,no,999,yes,1,-27.248365,30063
30064,-0.4940661645036949,6.208824313030184,0.0,-0.4538724541826305,-2.989112269885021,1.0,-42.7,4.957,yes,999,no,0,2.2896729,30064
30065,-3.275667,-3.705905,2.474859,0.314274,20.381833,1.0,-42.0,4.076,no,999,yes,0,-47.33477,30065
30066,0.7943724408006434,3.036057251545926,0.0,-0.0854690296771274,-2.546744744591775,1.0,-42.0,4.12,no,999,no,0,-6.2462115,30066
30067,2.006446345048691,2.8970090679897726,1.0,-0.8560947288176485,5.616306481166802,1.0,-36.4,4.856,no,999,yes,2,-19.340881,30067
30068,-2.2844165337044187,2.2027166930264945,1.0,-0.1261146006965046,-1.2436203766333802,0.0,-36.4,4.857,no,999,no,2,-9.8365,30068
30069,-1.9258887618469167,2.931976522378938,1.0,-0.3883066198010199,-2.7716189873847075,2.0,-41.8,4.961,no,999,no,0,-37.759277,30069
30070,-0.7206518719157439,1.6048056213270048,0.0,-0.3025208974843505,-1.6833549623668769,2.0,-46.2,1.344,no,999,no,0,3.0235262,30070
30071,0.829429513868546,3.457067712885193,1.0,-0.2157805439699369,-5.950346290661425,1.0,-36.4,4.857,no,999,no,2,9.914984,30071
30072,0.3372118368685274,0.3249095467665124,0.0,2.0936737982068645,-14.383461843961628,1.0,-46.2,1.281,no,999,no,0,15.191614,30072
30073,1.5197282807175774,1.750694689477958,1.0,1.0781215734317589,2.3878049686510185,0.0,-36.4,4.859,no,999,no,2,4.772344,30073
30074,-0.3357949047136011,2.445569283859,1.0,1.243742720158163,-2.4056460933495085,1.0,-36.4,4.857,no,999,yes,2,-4.0862217,30074
30075,0.1239459302843408,-0.5160288879577983,0.0,0.0005199502157351,-3.8507281253840326,1.0,-46.2,1.25,no,999,no,0,-17.539728,30075
30076,0.6995625048411592,6.333433303171043,0.0,0.5980201060950624,1.091960387852585,1.0,-42.0,4.021,no,999,no,2,-13.7324705,30076
30077,0.8547525722944816,2.797901454978281,1.0,0.4768485291910029,-0.827663631740849,0.0,-36.4,4.856,no,999,no,2,-13.351361,30077
30078,0.8385640423843344,5.378660700488173,1.0,-1.028872436261466,-3.155255816857214,0.0,-36.4,4.856,no,999,no,2,0.63233757,30078
30079,-1.2258425387471603,2.64496899303391,0.0,-0.5402766251565312,3.209213360046694,1.0,-46.2,1.244,no,999,no,0,4.8550057,30079
30080,1.7408224090520674,2.324546765205341,0.0,0.0351098798090912,-1.437740712506464,2.0,-46.2,1.281,no,999,no,0,-12.600212,30080
30081,-0.4791965849046122,5.312044331283087,1.0,1.14843034833113,-0.7742856430249032,1.0,-36.4,4.856,no,999,no,2,-5.531351,30081
30082,0.9485419198538938,1.05693028187696,1.0,0.8724495881617679,2.794661390758694,1.0,-41.8,4.961,no,999,no,2,4.555407,30082
30083,-0.7860000960424878,5.663895178446508,0.0,-0.4597855339146387,-4.9021723694165065,2.0,-46.2,1.281,no,999,no,2,13.124739,30083
30084,-0.672480455693908,2.446039965103075,1.0,1.1895351250041624,-3.7570811795571326,1.0,-41.8,4.959,no,999,no,2,-2.0216327,30084
30085,-0.1482321828148834,0.8809436411610707,0.0,0.1273314855814331,-6.311035629775278,1.0,-36.1,4.968,no,999,no,2,-37.213326,30085
30086,1.0154421131216718,2.7634118152313465,1.0,0.1096480214799126,-5.743578633246176,1.0,-42.7,4.963,no,999,yes,2,-14.84724,30086
30087,-0.6196812936678016,2.592969588246042,1.0,0.3824018944640828,-7.299758292944556,2.0,-41.8,4.864,no,999,no,2,-17.563145,30087
30088,-1.3061161495539968,4.853419706668282,0.0,0.97552603693453,-0.7904286740183784,0.0,-38.3,0.904,yes,999,no,2,-23.126999,30088
30089,-0.947531582942211,7.485174087029118,0.0,0.847000554137696,1.7268976341837354,1.0,-36.1,4.966,no,999,no,2,-22.660065,30089
30090,0.2403313130831473,2.850540354668789,1.0,0.465747624914054,-6.63393321816669,1.0,-36.4,4.857,no,999,no,2,8.155418,30090
30091,-0.6065121124382202,5.372194772523269,1.0,0.7680482419069923,-1.297848094774142,1.0,-31.4,0.873,no,999,no,2,-43.160423,30091
30092,-0.8281944989715818,4.5423665003031175,0.0,1.336873454385806,3.9781908747226993,1.0,-37.5,0.879,yes,999,no,2,4.6620092,30092
30093,0.0324122096330631,4.157519451715892,0.0,1.4048870609748882,0.8225796290699221,1.0,-46.2,1.313,no,999,no,0,-13.957821,30093
30094,0.4452616971934097,5.132919868207029,0.0,0.2439510442527789,3.5099745407374616,2.0,-42.0,4.076,no,999,no,2,-12.233289,30094
30095,0.4460745741802204,3.1991270399283698,0.0,-0.7545331038632566,-0.8893676359653249,2.0,-31.4,0.884,yes,999,yes,0,-37.96081,30095
30096,-0.245607725748689,3.4524341694037184,0.0,0.277058726093682,-2.338114136017632,0.0,-46.2,1.291,no,999,no,0,-8.057114,30096
30097,0.7011501147346967,0.3749746253016637,0.0,1.1864836649499335,-8.643662070085536,2.0,-34.6,0.644,no,6,no,2,2.3578095,30097
30098,-0.0397587821716027,-0.7829205730470323,1.0,1.3428304509663047,-8.658678887024339,1.0,-41.8,4.958,yes,999,unknown,0,-27.662415,30098
30099,1.8274046231071,1.839562264699501,0.0,-0.3539652149297266,1.153177256392636,1.0,-31.4,0.854,yes,999,no,0,41.450733,30099
30100,-0.6557749310058295,6.607715911605876,1.0,-0.4557528984215425,0.9751189969556902,1.0,-36.4,4.857,no,999,no,2,0.8787627,30100
30101,-0.501230841298743,1.019583025810226,1.0,-0.3974672879754791,0.947680259062118,1.0,-41.8,4.958,no,999,no,1,-39.79381,30101
30102,-0.3022633252828124,9.1150813084226,0.0,-0.4026749153010566,3.0931198500884465,1.0,-26.9,0.754,no,999,no,2,-11.732082,30102
30103,-1.3446012508533278,5.588106093267642,1.0,0.0286977317386143,2.0081251913844875,1.0,-41.8,4.959,no,999,no,0,-22.797382,30103
30104,-0.3818869747797743,-0.5199961293398307,0.0,1.1171221073944595,-3.523549290431451,1.0,-46.2,1.344,no,999,no,0,-11.843098,30104
30105,0.5721010665134597,5.001798276886019,0.0,0.4805476931387127,-3.346904792552608,2.0,-42.7,4.962,no,999,no,2,-0.38023567,30105
30106,-0.0072880353717409,1.6867696015939893,0.0,1.4532338664608473,-3.276671658090122,2.0,-42.0,4.12,no,999,no,2,0.36570215,30106
30107,2.859771,6.567257,-2.575768,-0.399761,-15.870087,1.0,-30.1,0.716,no,999,no,0,-11.16609,30107
30108,-1.1972836136513465,2.099292382140071,0.0,-0.7854823763207149,5.084255295132877,1.0,-42.7,4.96,no,999,no,2,-9.462334,30108
30109,-0.7542036216624177,3.637964182292549,0.0,-0.5293887059681546,-6.335580916828441,1.0,-46.2,1.299,no,999,no,0,-7.015006,30109
30110,0.6454338733125827,4.033792901033533,0.0,0.7840779930680016,1.2705836437617184,1.0,-46.2,1.25,no,999,no,0,-6.1418366,30110
30111,-0.5439558979052735,4.69476033423123,0.0,-0.4493181292238311,2.419519289380959,2.0,-42.7,4.962,no,999,no,0,-2.9656944,30111
30112,-0.9544378130636212,3.821473047735581,0.0,-2.1734568758426245,0.3371104338567108,2.0,-46.2,1.281,no,999,no,0,-0.07668781,30112
30113,-3.1291425081413093,2.369676297959291,1.0,-0.1621314980773249,3.520609374202399,0.0,-41.8,4.96,no,999,no,1,-23.883692,30113
30114,-0.0143477909952183,4.931317015431359,0.0,-0.8950717321507369,4.806625303947191,1.0,-42.0,4.076,no,999,no,0,-29.35597,30114
30115,-0.2717276937837242,1.5187012016820232,0.0,0.9031783250886776,1.4998729114406264,0.0,-34.6,0.644,yes,10,yes,0,5.56864,30115
30116,0.4389397950266763,3.3476822382818967,0.0,0.6000587908297027,2.2771084307171785,1.0,-36.1,4.964,no,999,no,0,-17.774073,30116
30117,-1.197174260063244,1.8491518694498068,1.0,1.2655813601151291,-8.943599807082396,1.0,-41.8,4.864,yes,999,yes,1,-5.845282,30117
30118,-0.724328705898594,-1.592753249757103,0.0,-1.0204867267602131,-3.66845117714406,1.0,-47.1,1.365,yes,0,no,2,13.239311,30118
30119,-1.2709451867893409,4.341328626731354,0.0,-1.7635080399738243,-0.87810007116872,1.0,-40.8,1.26,no,3,no,2,7.8434043,30119
30120,0.3981326764450549,3.5014661342996845,0.0,1.567975854855373,12.38153717847876,2.0,-47.1,1.405,no,999,yes,0,-40.439224,30120
30121,-0.3269667687621679,5.91474312581868,1.0,1.495089894272808,3.013687799742444,1.0,-46.2,1.266,no,999,no,2,-11.909563,30121
30122,-0.7895121090297588,3.7710109841553776,0.0,0.1774744572996892,5.613287948757777,2.0,-46.2,1.344,no,999,no,0,12.510583,30122
30123,0.8883764311652955,5.99402549753964,0.0,0.5111606707147776,3.832316121281116,1.0,-42.7,4.968,no,999,no,1,-31.517254,30123
30124,-0.1063543384696953,4.87384328294554,0.0,-0.1838292541861022,1.955013272775627,2.0,-38.3,0.898,yes,999,no,2,-29.574629,30124
30125,0.4983805307603432,-0.7224216188101598,0.0,-0.0490889110595731,-0.2628964353983769,2.0,-42.0,4.191,no,999,no,0,-35.0446,30125
30126,-1.8591833495916992,4.30409013610475,0.0,-0.1425142679964263,6.107789939705501,2.0,-42.7,4.957,no,999,no,2,-18.363722,30126
30127,0.5226785424500157,1.7060594884460152,1.0,0.7964791573296605,-5.282699038035865,1.0,-36.4,4.858,no,999,no,0,-9.674006,30127
30128,0.1748671071308727,2.40136930041402,0.0,1.0631101995340075,5.552874457888449,1.0,-47.1,1.4,no,999,no,0,-16.780262,30128
30129,0.0094841722297103,-1.5109948150993189,0.0,-1.0159511704339257,0.693896222162135,1.0,-42.7,4.957,no,999,no,2,-0.78699684,30129
30130,-0.274324741748458,2.3095758500934016,0.0,-0.5405398260593639,-9.29498402527898,2.0,-42.0,4.076,no,999,no,2,-20.638206,30130
30131,1.7147605593496509,1.4960080770251405,0.0,-0.0442184852543988,0.3525221188103098,1.0,-46.2,1.244,no,999,no,0,7.756233,30131
30132,2.2416762831912487,2.194670327101778,0.0,0.6685843360388618,0.4993438238436727,1.0,-46.2,1.244,no,999,no,0,-10.210148,30132
30133,0.4996992755993205,3.559605773516221,1.0,-1.34957642296535,-2.1054342184055344,2.0,-36.4,4.857,no,999,no,2,-16.908457,30133
30134,-0.4326879754017081,3.5266830674260565,0.0,-0.659107791073971,3.9279619219083424,2.0,-42.0,4.153,no,4,no,0,5.1722054,30134
30135,0.6998764256320972,2.150196925264245,0.0,-0.2447693297038159,-1.391188002572558,2.0,-42.7,4.963,no,999,yes,0,-26.342928,30135
30136,-2.0095160145023385,2.141555463902402,0.0,0.091569635150318,-5.295624775965173,1.0,-47.1,1.41,no,999,no,0,-13.668697,30136
30137,0.1022676728249117,6.443968977822944,0.0,-0.5579774007150807,7.204153800662059,2.0,-37.5,0.886,no,999,no,2,19.684088,30137
30138,0.5386381096253527,0.8557050372532906,1.0,0.1184278855405869,-14.387752189085983,1.0,-42.7,4.963,no,999,no,2,-34.205635,30138
30139,1.887703224317386,1.065311147899629,0.0,-0.1552961194437043,-2.3230045787316937,0.0,-36.1,4.965,no,999,no,0,-16.67368,30139
30140,1.629075836698782,5.896232133961318,0.0,-0.878551477523859,1.4025934092527312,2.0,-46.2,1.244,no,999,no,2,3.5806851,30140
30141,-0.8690284571956317,1.4677335557706317,0.0,-1.614022204364256,2.994318804819481,2.0,-34.8,0.634,yes,6,no,0,8.845301,30141
30142,0.6712556733955413,5.708100596908238,1.0,-1.2949137717007824,-2.782064028688777,2.0,-36.4,4.857,no,999,no,2,-4.2868958,30142
30143,-0.2708361053790888,2.0008958209779024,1.0,-0.9005028003846147,-2.237373229199843,2.0,-50.8,1.039,no,999,no,2,-10.91119,30143
30144,0.4006703675392422,2.352962152104931,0.0,-1.1466805268362823,-10.03794903875764,1.0,-42.7,4.963,no,999,no,2,4.2363577,30144
30145,-0.192692557631661,1.8896108016684472,1.0,1.896325390434582,-4.729533136815127,1.0,-41.8,4.959,no,999,no,2,-21.86209,30145
30146,-2.304117320960669,3.090954193445743,1.0,0.1225322592857309,-1.0854548853994308,1.0,-41.8,4.864,no,999,no,2,2.7776647,30146
30147,-1.1707885208604247,3.343734929020008,0.0,0.0177936522473233,5.631777314182699,2.0,-40.8,1.252,no,999,no,0,-6.7276697,30147
30148,-2.05605371923742,-2.0059650042930386,0.0,-0.4887103779806716,0.6692359470687987,2.0,-36.1,4.967,no,999,no,0,-22.612106,30148
30149,1.692359227762074,2.350317420959072,0.0,-0.1150738900217534,-1.4679019509862876,1.0,-42.7,4.962,no,999,no,0,-13.267761,30149
30150,-0.8525797800383647,9.322399379960371,0.0,0.6555686101091339,3.721630891512637,2.0,-46.2,1.313,no,999,no,2,1.7029467,30150
30151,-0.6864901167646084,6.096128334488084,0.0,0.1262094179383655,-1.713525375216908,2.0,-42.7,4.961,no,999,no,2,-13.128063,30151
30152,-0.078725286848991,3.7296334063782366,0.0,0.7762160384885405,-1.6002143376424027,2.0,-46.2,1.244,no,999,no,2,-6.646572,30152
30153,-0.7225311021163172,4.058700419829108,1.0,1.5429318592016594,-0.1782766038801397,1.0,-41.8,4.96,no,999,yes,2,-40.256397,30153
30154,0.5774983543810227,0.9751731844062737,0.0,1.5264389303001629,1.7674301525212035,2.0,-42.7,4.961,no,999,yes,0,-10.855335,30154
30155,0.2662580008999204,1.552139707602796,0.0,-0.7875668205308227,-4.08321892761523,1.0,-46.2,1.281,no,999,no,2,27.386875,30155
30156,-0.0726337295963514,5.304971397321227,1.0,-0.2173374578215824,7.530445476792515,1.0,-36.4,4.864,no,999,no,2,-1.0530596,30156
30157,-0.7044560168350408,2.177105625695769,0.0,-0.2812197963429517,-2.1485716633097387,1.0,-36.1,4.963,no,999,no,0,-28.693523,30157
30158,1.6651492429016588,1.0126016501239206,0.0,0.034680662670632,-0.2815089930820759,1.0,-46.2,1.354,yes,999,no,0,10.309096,30158
30159,0.3241037683198245,1.645440196447403,0.0,0.4412278213618495,2.5835123546139034,1.0,-46.2,1.266,no,999,no,0,-5.0390096,30159
30160,1.3204818183210625,6.335980149230839,0.0,-0.2780599669641303,-8.73541991480632,1.0,-36.1,4.966,no,999,yes,2,-18.67509,30160
30161,-0.1251660591538226,-0.058338398186958,0.0,0.2807187906457082,-5.436278987068942,0.0,-42.7,4.962,no,999,no,0,-17.74649,30161
30162,0.9489104784975108,2.7049832276329724,0.0,0.220879565613092,-3.6463689059726,1.0,-42.0,4.076,no,999,no,2,-21.246567,30162
30163,-0.1723780632409088,-2.3084121450581314,0.0,0.2769654225060822,-0.0544504914646464,1.0,-42.0,4.021,no,999,no,0,-16.627426,30163
30164,1.1766237372892363,1.4793420664141923,0.0,-1.0638300267324476,-8.14465978884669,0.0,-42.0,4.076,no,999,no,2,-21.836512,30164
30165,-1.054237826219385,4.560172648657744,0.0,1.727928260600522,9.37803180469549,2.0,-36.1,4.962,no,999,no,2,-25.735168,30165
30166,-0.6710171341101334,6.456270503057516,1.0,0.2248163083721173,0.4674937122948654,1.0,-36.4,4.857,yes,999,yes,2,-63.201225,30166
30167,0.1548900036578297,0.3831183957977959,1.0,1.0851749959678694,5.622413676173549,1.0,-36.4,4.857,no,999,yes,0,-20.070127,30167
30168,1.4174550479549333,4.302657956924144,0.0,-2.512824143848731,0.2349106957065974,0.0,-42.7,4.962,no,999,no,0,-20.836565,30168
30169,0.7055324664841273,-1.360632270257919,1.0,0.0157075221039122,3.802033629724656,1.0,-41.8,4.961,no,999,no,0,-20.931387,30169
30170,0.0901231688284512,7.675888071557906,0.0,-0.0706566722461292,-0.8422147853431786,2.0,-42.0,4.076,no,999,no,2,-17.720894,30170
30171,-0.5490914784428871,6.555721657690831,0.0,1.769945499294491,-2.810343758017094,1.0,-36.1,4.964,no,999,no,2,-15.426316,30171
30172,-1.173329371820366,0.7315113912497622,0.0,0.3336790825934426,-9.28528978643994,0.0,-42.0,4.191,no,999,no,0,-12.324467,30172
30173,-1.766986,4.532107,-0.237215,2.731085,-18.800068,1.0,-36.1,4.963,no,999,no,0,-35.19003,30173
30174,0.1089491067430446,-1.0717191373053137,0.0,-0.0995515581311975,5.986365873711619,0.0,-42.7,4.957,no,999,no,0,-27.127068,30174
30175,-1.995928111709488,3.379151922724317,0.0,-0.1159228226852691,1.6081861693590462,2.0,-42.7,4.96,no,999,yes,0,-17.738098,30175
30176,0.4996181371034341,0.921031921810192,0.0,0.5750108493847067,0.7991092683773457,2.0,-46.2,1.299,no,999,no,0,-21.584856,30176
30177,1.0189247203686778,8.946578083252273,0.0,0.5127227400138802,-1.882373231658016,1.0,-46.2,1.281,no,999,no,2,40.23448,30177
30178,0.6398251864824481,1.955670378593795,1.0,0.8808479935399836,1.6791329437278462,2.0,-36.4,4.858,no,999,no,2,4.395187,30178
30179,1.1530750584992469,1.7008369064082398,1.0,0.2372754940041767,-6.081311359629983,1.0,-46.2,1.25,no,999,no,0,-21.868853,30179
30180,1.4548377441451954,1.0398119254420888,0.0,1.1571476752361145,1.302334605690937,1.0,-46.2,1.266,no,999,yes,0,-13.137907,30180
30181,-1.0839157126627288,3.2484222770191744,1.0,0.9052206128160152,0.203188229210893,1.0,-42.0,4.153,no,999,no,2,-15.243831,30181
30182,0.4739809150754879,4.074887074269665,1.0,-0.3846490045048527,-1.885422664022968,1.0,-36.4,4.857,no,999,no,2,-3.8622456,30182
30183,-1.8725032176730163,5.330530267743763,1.0,-0.0153007252771536,-1.1114955814660883,0.0,-36.4,4.856,no,999,no,2,-22.518442,30183
30184,0.13961885195075,3.332210708082112,1.0,0.3041080000265468,0.8395385181383528,1.0,-36.4,4.858,no,999,no,2,-3.662508,30184
30185,-4.069334,-0.504389,-1.819912,-6.274738,-53.690983,1.0,-34.8,0.646,yes,6,no,2,16.459795,30185
30186,-0.4042456058759094,3.1159246239561025,0.0,-0.1794071673753294,-11.584201391967422,2.0,-46.2,1.344,no,999,no,0,-14.672876,30186
30187,0.2124531512081472,3.714235880569513,1.0,-0.0458260814732072,0.3292952548145993,1.0,-41.8,4.96,no,999,no,2,-11.34849,30187
30188,2.2314010285752244,2.4221714371230605,1.0,1.1546728955074357,-7.1921298203991775,1.0,-36.4,4.86,no,999,no,2,-27.16426,30188
