,V_0,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8,V_9,V_10,treatment,outcome,user_id
17,0.9882592014384464,2.5146787700097915,0.0,0.0025891954680665,2.1912578409642745,1.0,-47.1,1.405,no,999,no,0,-20.357687,17
18,-0.2010698463101981,5.267871342459786,0.0,1.7310906555017018,4.689972684395218,1.0,-46.2,1.334,no,999,yes,2,-4.579307,18
19,1.1038705726244005,3.253197970453172,0.0,0.609076973913607,-4.450653773815526,1.0,-30.1,0.719,no,999,no,0,-10.678849,19
20,-0.1462461417167339,6.611557295128101,0.0,0.9007700947916424,-2.167469057500424,1.0,-42.0,4.191,no,999,no,2,-9.62421,20
21,-0.1552044574086046,2.405628616960743,0.0,-1.1160873468919057,0.9518428233339198,1.0,-36.1,4.967,no,999,no,0,-17.777971,21
22,-2.014413931999559,6.002589618848523,0.0,-1.9994578587439404,-4.683187745739474,2.0,-40.0,0.668,yes,6,no,2,1.5880256,22
23,1.574728175933826,3.449739001249201,0.0,0.6586726388936069,1.444644895511125,1.0,-46.2,1.313,no,999,no,2,-24.67492,23
24,0.1339441530722096,0.998994266717364,0.0,-0.107712814432825,1.937845930751488,2.0,-36.1,4.964,no,999,no,0,-21.695312,24
25,-0.940209406726714,4.749467130319566,0.0,-0.4078490034499129,-1.814028848012187,2.0,-42.7,4.963,no,999,no,2,0.72535706,25
26,-0.4094334741142133,1.9380179529611143,1.0,2.108062456825924,0.4314577007605331,1.0,-36.4,4.857,no,999,no,2,0.8146143,26
27,1.2803750990372706,1.3882437901042426,0.0,-0.2087759755706525,-1.0379290133539822,1.0,-36.1,4.965,no,999,no,2,-7.8980913,27
28,-0.7793126868323168,1.8735491459837683,1.0,0.3976841229019454,4.493082074084112,1.0,-36.4,4.856,no,999,no,1,-8.553095,28
29,1.348149114933877,0.8683711123368116,0.0,0.5280850499526586,-8.533941633448483,1.0,-36.1,4.966,no,999,yes,0,-38.753437,29
30,-1.6096682338683987,4.68683792637493,0.0,-0.8836903513273743,-3.145160100220991,2.0,-42.7,4.961,no,999,no,2,-0.5972066,30
31,0.6556917866628453,4.433780138112586,0.0,-1.292568619514476,1.5604834300997945,0.0,-46.2,1.344,no,999,no,2,11.172735,31
32,-0.3651515804734366,3.661327051875822,1.0,0.8211399237145298,5.375381398970253,1.0,-41.8,4.961,no,999,no,2,-11.875065,32
33,0.4901043999952861,3.121446753916944,0.0,-0.2916903272660391,-6.200902813746321,1.0,-36.1,4.964,no,999,no,0,-8.384996,33
34,-0.2819522209958064,5.249076947542451,0.0,0.4316993620691232,-4.321490925908121,2.0,-36.1,4.964,no,999,no,2,-41.527096,34
35,0.8373869904745592,0.4453461604239797,0.0,0.1727613973249219,-3.3221198105919,2.0,-42.7,4.968,no,999,no,0,-45.201046,35
36,0.8275365667147768,2.932148418364273,0.0,-1.7266928293227493,-4.884574864078054,2.0,-38.3,0.9,yes,0,no,2,5.2663445,36
37,-1.6763342450213792,0.4965961880391525,0.0,0.1695586028293804,-0.1676651660153554,1.0,-47.1,1.41,no,999,no,0,-29.279167,37
38,-0.7355856055746327,3.0564808043116294,0.0,1.5102519112594406,3.541635846214768,1.0,-46.2,1.264,no,999,no,0,-7.2347736,38
39,1.2818773402244,2.9367333785499863,0.0,1.9817253789087503,5.177323090830793,1.0,-36.1,4.965,no,999,no,2,-8.592852,39
40,-1.1518141814010103,5.605272789435079,0.0,-1.4033485933588177,9.849209669086106,0.0,-46.2,1.327,no,999,no,0,-25.72169,40
41,-0.9255598993591792,5.191883182250743,1.0,-0.5712852208018196,-8.02167868082512,2.0,-36.4,4.86,no,999,yes,0,-40.074894,41
42,1.207038548886284,2.5678418954948725,1.0,2.495723694947667,-8.962054921450571,1.0,-36.4,4.857,no,999,no,2,-3.7816648,42
43,-0.6307450394096075,0.7816299208545652,0.0,-0.9023252488409658,-7.54705688723178,2.0,-31.4,0.873,no,4,yes,0,2.5700428,43
44,-0.586009398302482,5.309966368394148,0.0,-2.194250460646783,-5.831867897503467,1.0,-36.1,4.967,no,999,no,2,8.291606,44
45,-0.1641437237661208,1.5974076235730237,1.0,-1.4466796853463837,-2.7252517953113475,2.0,-42.7,4.963,no,999,no,2,-2.4917073,45
46,-0.7728154781635085,5.20040210846934,0.0,1.0763633133058632,-0.4091123865073257,2.0,-42.7,4.968,no,999,no,2,-29.203049,46
47,0.562202699040403,0.4617911662755003,0.0,-0.3765758302787913,2.869171557939106,1.0,-42.7,4.962,no,999,no,2,-23.691204,47
48,-0.498487795724559,4.936972966375945,0.0,-0.1059953022560306,-2.307274684595954,1.0,-36.1,4.965,no,999,yes,2,-6.5721874,48
49,1.0061564018993938,1.0789138716857238,1.0,1.0647146118522626,2.1938708006984746,1.0,-36.4,4.857,no,999,no,2,9.975628,49
50,0.2952630051415397,4.963636802872758,0.0,-0.9803591213675622,-1.8272553815420456,1.0,-42.7,4.962,no,999,no,2,-1.4483323,50
51,1.78532726188374,0.7672891549190797,1.0,-0.5733196316319251,0.5542281583358868,1.0,-41.8,4.961,no,999,no,1,-33.672188,51
52,0.3286730300325029,1.4936239960177544,0.0,-1.6265025983016037,-5.340557850860852,1.0,-31.4,0.873,yes,999,no,0,-34.49151,52
53,1.070382115695623,3.4116929494473176,0.0,-0.9685303162692396,1.817977179079012,2.0,-46.2,1.299,no,999,yes,0,8.034325,53
54,0.5277120828031061,1.1850317450083971,0.0,-0.6405157781848102,-7.361251314215194,1.0,-42.0,4.076,no,999,yes,0,-48.049675,54
55,-0.1045947289236665,2.5357390741216923,0.0,-0.4950167859787128,1.326686107113929,1.0,-31.4,0.879,yes,999,no,0,6.524171,55
56,0.4594183975057224,2.86370196735385,0.0,0.6696900910076466,-9.3542127851383,1.0,-42.7,4.957,no,999,no,0,-18.225603,56
57,0.4732248463656491,4.291786943098827,1.0,1.8753394752485013,-3.1405337741337904,1.0,-36.4,4.858,no,999,no,2,-6.430008,57
58,1.1319940386121718,4.058187962359247,1.0,0.7698000452448569,-6.778815756257006,2.0,-41.8,4.962,no,999,no,2,-6.9830914,58
59,-1.494993685094102,3.4430033404958635,1.0,0.1999063056992572,4.108671106435071,1.0,-41.8,4.961,no,999,no,0,-33.15408,59
60,-0.6824774689153211,1.5616367227541097,0.0,0.3267262489413348,-4.604504566264432,2.0,-46.2,1.266,no,999,no,0,-21.711475,60
61,-1.327617302922052,5.919414466350895,1.0,-0.1921954229978366,-5.180958845643097,0.0,-36.4,4.86,no,999,no,2,-27.368639,61
62,-0.5009358693684633,2.658266567772563,0.0,-0.5484475807309955,-4.210175358224532,1.0,-47.1,1.405,no,999,no,2,2.9612894,62
63,0.9031963742013204,3.121262195912499,0.0,-1.4322450779950604,5.1249433421785335,1.0,-50.0,1.811,no,999,no,2,-3.7338657,63
64,0.5236085041276715,1.6814792188409835,0.0,0.4190504985506147,3.2341942593698736,1.0,-36.1,4.964,no,999,yes,0,-21.083746,64
65,-0.23187293879049,3.511225350615571,1.0,-2.3708165705175066,0.0276144505372504,1.0,-41.8,4.96,no,999,no,2,-9.02961,65
66,-0.6561300450380868,4.5750319062164735,0.0,-0.3359324560657614,-4.397527739560104,2.0,-42.7,4.962,no,999,no,2,-7.0016084,66
67,1.1751108813853133,5.188646191918688,1.0,-0.875751548592441,-1.6486789238381676,0.0,-36.4,4.859,no,999,yes,1,-43.635033,67
68,-1.5307742431986673,2.887797670749056,0.0,-1.0986039733322726,5.278451335252003,2.0,-42.7,4.962,no,999,no,0,-21.23814,68
69,0.809907040665869,3.536595230490316,0.0,-0.9478535858209578,-1.9660363079098704,1.0,-42.7,4.962,no,999,no,2,-18.067352,69
70,-0.9016928531574064,1.1111209900858354,1.0,0.2743071346475272,9.159488846804653,2.0,-41.8,4.864,no,999,no,2,-0.5015421,70
71,-0.2618392369197846,5.453212792761292,0.0,0.1978516692348591,1.5175118096684015,1.0,-36.1,4.964,no,999,yes,0,-50.39589,71
72,-0.5296366539325764,3.112761659574066,0.0,-0.3904565981405405,5.599274961297094,1.0,-36.1,4.967,no,999,no,0,-23.00618,72
73,-2.773904988308008,7.039828664708858,1.0,-0.1418869490894012,-6.514613729455428,1.0,-41.8,4.967,no,999,no,2,-11.909085,73
74,1.1633035671494825,4.752497642069669,0.0,0.192444703658912,-2.559461902782137,1.0,-36.1,4.965,no,999,no,2,2.2133546,74
75,1.865399559712596,4.362968301187364,0.0,0.3771160888753294,5.879445813455758,1.0,-30.1,0.714,no,999,no,0,-13.290815,75
76,0.9722063176512148,4.6982661988662295,1.0,-0.7570436618074342,2.8391891179352844,1.0,-36.4,4.86,no,999,no,2,-31.247486,76
77,1.092780953682213,4.793419885357563,0.0,-0.4855129613465541,9.900503247319024,1.0,-47.1,1.453,no,999,unknown,2,21.471468,77
78,-0.4600236351762353,6.833575276322634,0.0,-0.8288031128210409,7.019528381065081,1.0,-42.7,4.963,no,999,no,2,1.0338306,78
79,1.5172141626336335,1.2368350475836103,0.0,1.4578400755936811,-8.595916029574518,2.0,-46.2,1.354,yes,999,no,2,-5.4771776,79
80,0.2180144572921933,0.8187728049118097,1.0,-0.7935319579937843,0.2451801336787138,1.0,-36.4,4.857,no,999,no,2,-16.756596,80
81,0.9528484174919704,5.369962132316088,1.0,1.8447167813584573,-2.510717870053374,0.0,-41.8,4.959,no,999,no,2,-48.063587,81
82,-1.511082422607418,4.483580668142431,0.0,-0.0812600496238489,-6.374679736655406,2.0,-46.2,1.344,no,999,no,0,-11.745355,82
83,-0.1256363555243604,3.314203117707429,1.0,0.9231540390294694,-3.029258504593205,1.0,-36.4,4.864,no,999,no,2,-0.052173138,83
84,-0.8093178123259429,3.4679893874210945,0.0,-0.7448579258474332,-0.61679871320773,1.0,-42.0,4.021,no,999,no,0,-12.670782,84
85,-1.1357010388626478,4.107271876395605,1.0,-1.988442506220832,-4.04292752150026,1.0,-41.8,4.958,no,999,no,2,-11.344006,85
86,-1.562903404687972,5.607754987213335,1.0,-1.3101315094777315,-0.1353841576923609,0.0,-36.4,4.856,no,999,no,2,-0.037495613,86
87,-2.048643983716305,6.097265653334395,1.0,1.438324090970305,0.3625653478955826,1.0,-36.4,4.856,no,999,no,2,-7.6542807,87
88,0.0719023642177905,1.8197505560133909,1.0,-0.0773218123730692,0.1115892080970104,1.0,-42.7,4.963,no,999,no,2,5.5077057,88
89,-0.4734821341008592,4.188696189628615,0.0,0.0763827937590771,0.6779473630575326,1.0,-46.2,1.281,no,999,yes,2,23.080814,89
90,1.1631879619685317,1.2347955149433154,1.0,1.3491996720909016,6.07782703931665,1.0,-36.4,4.855,no,999,no,2,-5.354962,90
91,0.6674247438326829,0.2839486228791843,1.0,-0.6515274228624455,-4.796115593723493,2.0,-41.8,4.959,no,999,no,2,-21.438368,91
92,0.8298421579470613,0.23839771043379,0.0,-0.5206275553574287,-2.4919015219590994,2.0,-42.7,4.958,no,999,no,2,-34.019054,92
93,0.947520710724812,2.280371802528641,0.0,-0.2251861175171194,-0.3836071159862813,1.0,-36.1,4.968,no,999,no,0,-38.975376,93
94,-0.1604456177253889,2.525484847829788,1.0,-0.2035043870455743,2.34905029075998,1.0,-36.4,4.856,no,999,no,0,-18.695444,94
95,-0.351343327325598,-1.2160845926142692,0.0,-0.1832854026102374,-8.315656580237587,2.0,-36.1,4.964,no,999,no,0,-43.63753,95
96,1.5773110313410446,6.104898764328838,0.0,1.5699030989107692,-5.157471241470395,2.0,-42.0,4.076,no,999,no,2,-39.290195,96
97,-0.2654124050595704,5.015159973338841,1.0,0.4250585974899948,-2.8070560708192867,1.0,-36.4,4.858,no,999,no,2,22.595695,97
98,-1.082930255865085,2.7021730108515354,1.0,-0.8350354703520397,0.2791738752870729,1.0,-40.3,0.793,no,999,yes,2,-12.25504,98
99,0.6291768287415499,2.91189751589683,1.0,-1.66725004867656,3.6484578239168544,1.0,-41.8,4.962,no,999,no,2,-2.9124258,99
100,-0.9349008250313044,4.977033528796783,1.0,0.4427471666815519,5.232210663881153,1.0,-41.8,4.961,no,999,no,2,-15.694542,100
101,-1.0153933701913482,3.181400447145648,1.0,1.09719874662201,-3.6965525521479976,1.0,-36.4,4.856,no,999,no,2,-3.3933294,101
102,-0.4598619120538468,2.916937051074477,0.0,1.8305590255844515,-0.0527228472719006,1.0,-42.7,4.961,no,999,no,0,-13.908215,102
103,0.4655757960485468,2.393727196719051,1.0,0.4136259084562314,1.437824044128884,2.0,-42.7,4.961,no,999,unknown,2,12.7571945,103
104,0.7570023895620792,2.766504776746638,0.0,-0.4724651654265438,8.001142091542055,1.0,-42.7,4.962,no,999,no,0,-18.792877,104
105,0.0943730920632002,6.690653949020108,0.0,0.9166841897838122,-3.736902184044478,1.0,-46.2,1.327,no,999,unknown,2,12.039641,105
106,0.6046161546877767,2.307574339998784,0.0,3.276437894945111,-9.689365896600242,2.0,-42.7,4.96,no,999,no,2,3.493349,106
107,-0.4383817006544686,-0.4356535890263942,0.0,1.270397140842646,1.5703080615202536,2.0,-42.7,4.961,no,999,no,0,-7.281229,107
108,-0.1745423741425802,7.75092485088175,0.0,0.488580310484037,-2.903159749557485,2.0,-50.0,1.799,yes,999,no,2,0.72984385,108
109,-0.2382496826878112,5.245732840241848,0.0,1.103078428812509,-9.26606556721348,1.0,-26.9,0.74,no,999,yes,2,3.2899246,109
110,1.3669016707873614,3.591551258038044,1.0,1.417242876873282,-8.490990768729276,1.0,-36.4,4.859,no,999,no,2,4.987332,110
111,0.0929754642277031,-0.5777920670244137,0.0,0.7213205174997287,2.5206167111465025,0.0,-46.2,1.344,no,999,no,0,-16.80637,111
112,-1.002795644690291,1.884200104624932,1.0,1.0004257677765167,-2.0685898241261222,1.0,-36.4,4.856,no,999,no,2,6.2628813,112
113,-0.0198859187996063,4.64883543812574,1.0,-0.2142184242495166,-7.983653517125226,1.0,-36.4,4.855,no,999,yes,2,-45.349834,113
114,-0.5274499058635509,4.11360544317702,0.0,-1.5323909235432842,-7.311152671122329,1.0,-42.7,4.96,no,999,no,2,-5.5305805,114
115,0.0173890727529982,2.488888724878914,0.0,0.2692951717727662,1.412724091423735,1.0,-36.1,4.965,no,999,no,0,-28.357439,115
116,0.4129667889465101,0.8557906754389766,1.0,-1.0092748652610617,1.2141804225707729,1.0,-41.8,4.962,no,999,no,2,0.8911681,116
117,1.3982779074650007,1.596424091786805,0.0,-0.4810776962726438,-4.933440265533401,2.0,-42.0,4.076,no,999,no,2,-24.04944,117
118,-0.074147236798658,6.442718395032431,0.0,-0.4448157421093341,-2.979854760049953,1.0,-46.2,1.344,no,999,no,2,22.43243,118
119,0.3666997923772133,0.4982904959698677,1.0,0.9429907166049076,1.384719791663783,2.0,-41.8,4.864,no,999,no,2,7.9131193,119
120,-0.5356730077089763,2.638359175082389,0.0,-1.2007087905194425,-2.2866608548590195,1.0,-42.7,4.957,no,999,yes,0,-26.559132,120
121,-2.187099581611521,6.57759075554578,1.0,0.9276124915061068,-8.221571543928755,1.0,-36.4,4.858,no,999,no,2,12.4434595,121
122,-1.2675500000411946,3.620923843264376,0.0,1.343958498216525,-4.464875708838791,1.0,-42.0,4.191,no,999,unknown,2,28.529243,122
123,2.9276307756929363,-0.2751318732969827,1.0,1.157539182999424,-2.5745371665095447,1.0,-36.4,4.864,no,999,unknown,1,-7.614141,123
124,-0.9158310512115452,6.443975549662111,0.0,0.8313997450174996,-0.3451401294536739,2.0,-49.5,0.965,no,999,no,2,-13.767727,124
125,-0.5938593801131858,1.6562118376445705,1.0,0.0100064883816768,-1.679348236786247,1.0,-36.4,4.864,no,999,no,0,-19.037256,125
126,-1.6403539358629728,3.028447901682449,1.0,0.3631963098470007,-5.508756959104005,1.0,-36.4,4.856,no,999,no,2,-25.567743,126
127,1.671956319280848,2.424010822910992,1.0,0.306795030689894,-4.7800229955647335,1.0,-41.8,4.967,no,999,no,2,-9.860035,127
128,-1.0434954469736586,1.9069546423146104,0.0,-2.484289711434114,10.055773716759932,2.0,-40.8,1.26,yes,3,no,2,0.4118201,128
129,-2.398852832886214,1.0202487132294868,1.0,0.241811641265333,-7.96173704554052,2.0,-36.4,4.857,no,999,no,1,-19.319908,129
130,-0.5141764041514424,3.4565010341695226,0.0,0.6409841873974386,-5.223784223388073,1.0,-42.7,4.968,no,999,no,2,-5.9827337,130
131,0.716350506845083,6.205939943112984,0.0,1.1961538728167584,-0.5408210707366983,2.0,-42.7,4.961,no,999,no,2,2.8424535,131
132,-1.0992464778047752,2.0252140226989765,0.0,-0.7010718508717598,2.990650093018286,2.0,-42.7,4.96,no,999,no,0,-19.051544,132
133,-0.6638809333375203,3.3671617417866955,0.0,-0.6797583292505204,0.0418418225323304,1.0,-36.1,4.962,no,999,no,0,-47.3024,133
134,-0.5515706209552268,2.861483485998097,0.0,-0.2416982740497764,-4.20735977804484,2.0,-30.1,0.72,yes,999,no,0,-5.0516825,134
135,1.595056836029794,2.912435308769368,0.0,0.8011715483846776,5.257616952935248,2.0,-42.7,4.961,no,999,no,2,3.2035193,135
136,0.1996868734960928,2.392941418875007,1.0,0.3727566505216311,-2.267663167758511,1.0,-36.4,4.86,no,999,no,2,-11.037348,136
137,-1.2368913633163938,4.444790537757094,1.0,0.4266347609543728,0.2232240217427303,2.0,-41.8,4.865,no,999,no,2,-16.488499,137
138,-0.9425741663011132,-0.4085213215227883,1.0,1.882658401118288,5.005795286486494,1.0,-36.4,4.857,no,999,no,2,21.111753,138
139,0.8811804795785603,1.962938861369545,0.0,-2.156365649991184,-1.3693923271288635,1.0,-47.1,1.479,no,999,no,0,-27.58062,139
140,-0.3835024282945627,1.5460194372931315,1.0,2.107040004636857,-4.806430790511868,1.0,-36.4,4.856,no,999,no,2,6.0699944,140
141,0.8856008989715668,3.3333888983747424,0.0,0.2832189636752195,5.935355184008745,1.0,-46.2,1.344,no,999,no,0,-12.282736,141
142,-0.8494976106549044,2.660121559783561,0.0,0.2373228257238067,2.305577568872581,1.0,-46.2,1.327,no,999,no,0,-11.051281,142
143,1.104455360805485,0.6736689260649769,0.0,-0.0937655667735423,2.05802507680752,2.0,-46.2,1.313,no,999,no,2,-2.4078863,143
144,1.131741283334625,3.297226582911961,0.0,0.4380951550295012,0.6511067121533167,1.0,-31.4,0.843,no,999,no,2,-7.1605344,144
145,-0.1195635286902555,4.521689821345742,0.0,0.9372094896594688,-0.2484674533111964,2.0,-42.7,4.963,yes,999,no,2,-48.702206,145
146,0.5295288442254361,5.994108062953969,1.0,0.5616580078250998,-3.344909120650476,1.0,-41.8,4.864,no,999,no,2,-14.791016,146
147,-0.663344716414014,2.9476792029240264,1.0,-0.330858037081177,-2.6002016424865007,1.0,-36.4,4.855,no,999,no,0,-33.19591,147
148,-0.3734449158264842,-2.27218089911824,1.0,-0.310545511576042,-5.383818795199409,2.0,-41.8,4.864,no,999,no,2,-19.573477,148
149,2.0169238881790363,-1.319156669814821,1.0,-1.5223383649426376,-0.1884028468311605,1.0,-40.0,0.682,no,3,no,2,8.52599,149
150,0.4055207716919275,1.7041161304641212,0.0,0.508049307811763,-2.411764436271828,2.0,-31.4,0.881,no,999,no,2,-11.119797,150
151,0.6631846839489651,3.325018677049892,0.0,-0.5204749182458562,-2.922419970089885,1.0,-36.1,4.964,no,999,no,2,-1.7146432,151
152,0.4004024266654119,0.3370414225346123,0.0,-1.227752016807269,3.5838488204789227,2.0,-42.0,4.12,no,999,no,0,-8.296336,152
153,0.4508504118360467,0.5486340720858549,0.0,-1.0097004131921647,3.105255672796444,2.0,-47.1,1.405,yes,999,no,1,-15.223741,153
154,-0.5282057087776244,2.3039086832321045,1.0,-0.8643988451963807,-0.7817724736942335,2.0,-41.8,4.96,no,999,no,2,-12.401489,154
155,0.1758834480739313,6.478354113655293,0.0,0.6771357076128579,1.728828126230305,1.0,-50.0,1.757,yes,999,no,2,4.477002,155
156,0.1601846763595546,2.066498753487733,0.0,-0.2542357256610047,-6.922232766572089,0.0,-46.2,1.244,no,999,no,0,-10.053675,156
157,-1.2059571616201197,0.2656393862588055,1.0,0.01235358559786,0.8782143205394175,1.0,-36.4,4.857,no,999,no,1,-12.924415,157
158,-0.6889849007360671,0.5126697910143889,1.0,-0.5356913630038408,-4.183233509947689,1.0,-36.4,4.857,no,999,yes,0,-18.81278,158
159,-1.2606801258659737,2.663503801726755,1.0,-0.790502794214716,7.159208657783282,2.0,-36.4,4.864,no,999,yes,2,-32.38119,159
160,-1.2099046803374134,4.79304762754963,0.0,0.0575352877685578,3.39598498241694,1.0,-46.2,1.344,no,999,no,2,15.924195,160
161,1.416878373110949,2.031039434116,0.0,0.3490444324598811,-0.0389368306222992,2.0,-33.0,0.708,yes,999,no,0,-14.460077,161
162,0.4739799340739926,1.1411801789216962,1.0,-1.5181521611320823,0.7074766547539133,0.0,-42.0,4.406,yes,999,no,2,-11.981354,162
163,0.9346711487514892,1.0687985779136768,0.0,1.2430216105004743,-1.5306272142935713,1.0,-42.0,4.12,no,999,no,1,-5.103105,163
164,0.8731249827442155,3.273796720122747,0.0,-0.8624091572293546,-5.0153318467526535,1.0,-46.2,1.266,no,999,no,0,-18.140217,164
165,1.0906471232332835,-1.2062627302121562,0.0,-1.1949941195171714,-0.7822447564210806,1.0,-31.4,0.873,no,999,yes,0,-28.106445,165
166,0.271411850842281,3.667611521647189,1.0,0.8286597423513217,-1.0230762737929675,1.0,-36.4,4.857,no,999,no,1,-14.864681,166
167,1.8032176300812488,1.38840230040371,0.0,1.9214354065523656,-3.0193141934355845,1.0,-47.1,1.423,no,999,no,0,-10.94537,167
168,-0.9137568398597036,3.3470405799081537,0.0,0.4585031250139348,6.983704180812721,1.0,-46.2,1.344,no,999,no,0,-4.509803,168
169,1.992492233725396,4.116600046537525,0.0,0.7379595775016755,-1.675185294153389,2.0,-42.7,4.962,no,999,no,2,-10.103338,169
170,0.8488898191493425,3.962597603394248,0.0,1.0668092898393828,-10.660184780406023,1.0,-29.8,0.77,yes,3,yes,2,11.033475,170
171,0.087216919694137,2.0714505799839102,0.0,0.5968153034459995,-3.8282081254904856,1.0,-36.1,4.964,no,999,no,2,8.061312,171
172,-0.1114968300386639,4.887920696865051,1.0,0.1952685801982085,-6.841952223384568,1.0,-36.1,4.968,no,999,no,0,-61.02948,172
173,-1.496525413381821,1.275766705381414,0.0,0.2116256779608066,0.7711859477121472,2.0,-46.2,1.25,no,999,no,0,-2.3168232,173
174,0.2484590978719223,3.724664137773731,1.0,0.66462373683657,0.868007754094986,1.0,-36.4,4.857,no,999,no,2,6.125521,174
175,0.4228027932355251,2.389712928644045,0.0,0.7473867743758993,2.937686818075956,1.0,-33.0,0.714,no,999,yes,2,-11.958904,175
176,-2.2407427677718523,5.211119574523163,1.0,0.7677417689176341,-1.429589531875597,0.0,-41.8,4.959,no,999,no,2,-15.018831,176
177,1.8691636463702883,1.3600902416149374,1.0,-0.1940238580257336,7.228249981849782,1.0,-41.8,4.958,no,999,no,2,-30.284752,177
178,0.4993198340941187,-2.0312735939692548,0.0,0.5097117569077086,-2.685929768707119,1.0,-36.1,4.963,no,999,no,0,-29.7727,178
179,0.4722068003640542,1.235011179606279,1.0,-0.5852893964512801,-10.240869268478928,1.0,-36.4,4.857,no,999,yes,1,-25.895624,179
180,-0.2737371823033388,2.000815218637958,1.0,0.639521548370003,7.424091168849122,2.0,-41.8,4.866,no,999,no,2,-36.537476,180
181,0.7299092260166253,7.129892210878527,0.0,-2.0230342893523856,3.2114561057626743,1.0,-31.4,0.879,yes,999,no,2,19.015953,181
182,0.63381895733373,3.05802099739449,1.0,-1.574913895551968,-2.7943033340911745,1.0,-41.8,4.865,no,999,no,2,-6.107843,182
183,1.1225076020305798,1.2411140495790804,1.0,-1.76152567137565,-7.835536557399057,2.0,-36.4,4.86,no,999,no,2,-46.559586,183
184,2.685398488466963,2.820372151324172,0.0,0.683048512172383,-4.084478334000867,2.0,-40.0,0.685,yes,999,no,2,33.78839,184
185,-0.7054801796158161,-0.2986909780831701,0.0,1.553426249872329,-0.1299294906366728,0.0,-47.1,1.423,no,999,no,0,-19.507263,185
186,0.9618567790675366,3.6265696465697856,0.0,0.4328711614837426,1.947984232487757,1.0,-36.1,4.963,no,999,yes,0,-25.098412,186
187,-1.189034974059321,6.832253484214636,1.0,0.2190175966063543,7.85755517618019,1.0,-37.5,0.876,no,999,no,2,-10.682779,187
188,1.021024593233242,1.1614466309839586,0.0,1.436855541607581,-5.28219046427914,1.0,-42.7,4.962,yes,999,no,2,5.3405304,188
189,-1.0919146466270568,-0.2576106316801954,0.0,1.3094101685245405,4.607419160546879,2.0,-39.8,0.72,no,3,yes,0,4.1008186,189
190,-2.0096099629366777,3.131767135539829,0.0,2.7842644428774825,-8.071773325878278,2.0,-42.0,4.076,no,999,no,2,-32.28407,190
191,-1.4595802193657674,3.0985854652534712,1.0,-0.0572096613166788,2.444323448932069,0.0,-36.4,4.857,no,999,no,2,-7.8014493,191
192,-0.0989591431744819,6.700426736948007,1.0,-0.0201504367286989,-2.6953875288092126,1.0,-41.8,4.864,no,999,no,2,-11.897495,192
193,-0.8015141829216285,-1.5307688170101024,0.0,1.3615466152924964,-8.95489498871495,1.0,-36.1,4.968,no,999,no,0,-6.058562,193
194,0.2139455400372112,4.58449408577923,0.0,0.2366962583894637,-3.327573610688825,0.0,-42.7,4.961,yes,999,no,2,9.571699,194
